module_name,category,phase,phase_name,purpose_output_goal,data_sources,auth_strategy,telemetry_tables,success_criteria,failure_modes,execution_frequency,runtime_estimate_minutes,owner_team,development_status,priority,impact_level,priority_score,batch_order_hint,integration_endpoints,credential_owner,secret_rotation_days,telemetry_schema_notes,expected_artifacts,rollback_plan
switch_config_compliance,Network Devices,4,Hardening and Policy Validation,Compare access and distribution switch configurations against golden templates and security baselines.,"Network configuration backup repository, GitOps templates, device CLI via SSH",Per-device TACACS service accounts with command ACL; session brokered through bastion; secrets in Vault.,"network_configs, config_drift_findings",All sampled switches parsed; drift classified; remediation tickets auto-created.,SSH unreachable; configuration parse errors; template repository sync failure; TACACS denial.,daily,18,NetOps,proposal,P2 - Elevated,High,4.0,3,ssh://access-switches; git://net-baselines; https://configvault/api/backups,NetOps PAM,30,"config_drift_findings(device_id text, control_id text, severity text, diff jsonb)","Drift summary, per-device compliance diff, remediation ticket references; Raw network_configs export",Reapply last approved template snapshot; notify change management; disable auto-remediation jobs.
router_firmware_currency_audit,Network Devices,4,Hardening and Policy Validation,Validate router firmware versions against approved vendor advisories and publish remediation queues.,"SNMPv3 sysDescr or sysObjectID, vendor PSIRT API, CMDB device inventory",SNMPv3 authPriv profiles unique per site; vendor API key stored in Vault kv/networks.,"device_firmware_inventory, firmware_gap_findings",All critical routers enumerated; CVE coverage mapped; remediation due dates assigned.,SNMP blocked; vendor API unreachable; CMDB mismatch; OID parse failure.,weekly,20,NetSec Engineering,design,P2 - Elevated,High,4.0,4,snmpv3://edge-routers; https://support.vendor.com/psirt/api; cmdb://devices,NetSec via Vault,90,"device_firmware_inventory(device_id text, version text, release_date date, support_status text)","Firmware gap report, vendor bulletin mapping, upgrade plan; Raw device_firmware_inventory export",Freeze change tickets; retain previous firmware status snapshot; escalate to CAB.
lacp_health_monitor,Network Devices,3,Network Exposure Scanning,"Ensure link aggregation bundles remain consistent in hashing, speed, and member state across core fabrics.","SNMP LACP MIB, device API telemetry, syslog stream",SNMPv3 credentials plus API tokens rotated via NetOps PAM; syslog collector uses mutual TLS certificates.,"lacp_bundles, lacp_incidents",Bundle state change detected within two minutes; critical trunks auto-ticketed.,Collector miss; SNMP polling failure; syslog TLS break; bundle metadata mismatch.,5min,8,NetOps,pilot,P2 - Elevated,High,4.0,2,snmpv3://core-switches; syslog://netsiem; https://api.arista.example.com/,NetOps PAM,45,"lacp_incidents(bundle_id text, detected_at timestamptz, status text, details jsonb)","Bundle stability trend, outage timeline, impacted VLAN list; Raw lacp_bundles export",Disable alerting; retain previous stability metrics; inform NOC of monitoring gap.
qos_policy_drift_analyzer,Network Devices,4,Hardening and Policy Validation,Review QoS class-maps and policy-maps for divergence from the sanctioned enterprise voice and video template.,"Device CLI via NETCONF or SSH, Git baseline of policy definitions, telemetry ingestion from NMS",NETCONF over SSH using device certificates issued by NetPKI; Git access token stored in Vault.,"qos_policies, qos_drift_findings",Policy checksum matches baseline; deviations ticketed with context; voice queues prioritized.,Baseline missing; CLI parse failure; NETCONF session drop; configuration lock refusal.,daily,16,Unified Comms,design,P3 - Routine,Medium,3.0,3,netconf://edge-qos-routers; git://qos-baselines,Unified Comms via Vault,60,"qos_drift_findings(device_id text, class_map text, delta jsonb, severity text)","QoS drift digest, impacted DSCP list, voice MOS risk summary; Raw qos_policies export",Restore last approved QoS policy from configuration archive; notify change management.
wireless_controller_operational_check,Network Devices,5,Process and Application Monitoring,"Verify campus wireless controllers maintain healthy AP joins, RF policy adherence, and RADIUS connectivity.","WLC REST API, RADIUS test harness, syslog events",Controller API service accounts scoped read-only; RADIUS shared secrets rotated quarterly via PAM.,"wlc_health_snapshots, wireless_findings",AP join rate >=99%; authentication probes succeed; RF policies match standard profile.,Controller unreachable; RADIUS failure; AP join rate drop; API quota exhausted.,hourly,14,WirelessOps,pilot,P2 - Elevated,High,4.0,2,https://wlc.api.local/v1/; radius://auth-proxy; syslog://wlan-events,WirelessOps via Vault,90,"wlc_health_snapshots(controller_id text, metric text, value numeric, ts timestamptz)","RF health report, auth probe log, AP outage digest; Raw wireless_findings export",Suspend synthetic probes; revert to passive monitoring; alert WirelessOps leadership.
dhcp_scope_capacity_guard,Network Devices,5,Process and Application Monitoring,"Monitor DHCP scope utilization across core, branch, and wireless networks to prevent lease exhaustion.","DHCP server API, Infoblox grid, SNMP scope statistics",Infoblox API key stored in Vault; DHCP credentials via service principal; SNMPv3 credentials per scope.,"dhcp_scope_utilization, dhcp_alerts",Scopes maintain >=20% free pool; alerts fire before exhaustion; stale scopes flagged.,API query failure; SNMP permission denied; scope mismatch; replication lag.,30min,9,NetOps,ready,P2 - Elevated,High,4.0,2,https://infoblox/api/v2/; dhcp://core-servers; snmpv3://dhcp-relays,NetOps via Vault,60,"dhcp_scope_utilization(scope_id text, total_leases int, free_leases int, ts timestamptz)","Capacity forecast, hotspot alert list, remediation actions; Raw dhcp_scope_utilization export",Fallback to weekly manual report; notify NetOps duty manager; disable auto-ticketing.
radius_failover_validation,Network Devices,5,Process and Application Monitoring,Test RADIUS primary and secondary failover paths used by network devices and VPN concentrators.,"Synthetic authentication harness, TACACS logs, RADIUS server API",Service account with MFA bypass restricted to test harness; secrets held in Vault; logging via TLS.,"radius_tests, radius_failures",Primary path responds <500 ms; failover verified monthly; incidents routed to IAM operations.,Authentication rejection; timeout; certificate mismatch; policy misconfiguration.,daily,11,Network Security,design,P2 - Elevated,High,4.0,3,radius://primary-auth; radius://secondary-auth; https://tacacs.logs/api,IAM Ops,30,"radius_tests(test_id uuid, result text, latency_ms int, path text, ts timestamptz)","Failover validation report, latency trend, incident tickets; Raw radius_tests export",Disable synthetic authentication; alert IAM team; revert to manual monthly validation.
syslog_reliability_monitor,Network Devices,5,Process and Application Monitoring,Ensure network devices continuously forward syslog to the SIEM without gaps or TLS failures.,"Syslog collector ingestion metrics, device telemetry API, TLS certificate store",Collector API token in Vault; device telemetry via SNMPv3; certificate store via PKI API.,"syslog_delivery_stats, syslog_gap_events",Message loss <0.5%; TLS validity confirmed; backlog drained <2 minutes.,Collector backlog overflow; TLS expiry; SNMP unreachable; clock skew.,5min,6,NetSec Operations,ready,P3 - Routine,Medium,3.0,2,syslog://collector.metrics; snmpv3://core-devices; https://pki.local/api/certs,NetSec via Vault,60,"syslog_delivery_stats(device_id text, messages_sent bigint, messages_lost bigint, ts timestamptz)","Delivery SLO dashboard, gap incident log, certificate expiry list; Raw syslog_delivery_stats export",Suspend loss scoring; rely on collector alarms; inform SIEM engineering of the monitoring pause.
ntp_assurance_audit,Network Devices,4,Hardening and Policy Validation,Verify network infrastructure synchronizes to the approved NTP hierarchy and detect drift beyond SLA.,"SNMP NTP MIB, device CLI, NTP server health API",SNMPv3 with read-only views; SSH limited command sets; NTP API token stored in Vault.,"ntp_status_snapshots, ntp_drift_alerts",Offset <100 ms for core devices; NTP source approved; stratum within target.,SNMP blocked; CLI access denied; stratum mismatch; offset threshold exceeded.,hourly,7,NetOps,design,P3 - Routine,Medium,3.0,3,snmpv3://core-routers; ssh://ntp-auditor; https://ntp-mon/api,NetOps via Vault,90,"ntp_status_snapshots(device_id text, offset_ms numeric, stratum int, source text, ts timestamptz)","Clock drift report, rogue NTP source list, remediation tasks; Raw ntp_status_snapshots export",Revert to quarterly manual audit; document potential drift risk; notify operations management.
port_security_policy_checker,Network Devices,4,Hardening and Policy Validation,Assess access switch port-security configuration for compliance with MAC limits and sticky policies.,"Switch CLI, NAC policy database, MAC address telemetry",SSH via bastion with RBAC; NAC API token stored per tenant; MAC telemetry via streaming collector.,"port_security_configs, port_security_events",All ports enforce desired policy; rogue MACs blocked; reporting accessible to NAC team.,CLI connection failure; NAC API outage; telemetry feed gap; unresolved policy mismatch.,daily,15,Campus Network,proposal,P2 - Elevated,High,4.0,3,ssh://access-switches; https://nac.api.local/v2/policies; telemetry://mac-events,Campus Network via Vault,60,"port_security_events(port_id text, mac text, action text, ts timestamptz)","Non-compliant port list, MAC violation feed, NAC ticket references; Raw port_security_configs export",Suspend enforcement summary; rely on NAC dashboards; communicate delay to security operations.
snmp_trap_gap_detector,Network Devices,5,Process and Application Monitoring,Monitor expected SNMP traps from critical devices and raise alerts when trap silence exceeds threshold.,"SNMP trap collector, device inventory, heartbeat schedule",Trap collector uses mutual TLS; inventory database read-only credential; schedule configuration stored in Git.,"snmp_trap_heartbeats, snmp_gap_alerts",Heartbeats align with schedule; silent devices investigated within SLA.,Collector outage; TLS handshake failure; inventory mismatch; schedule drift.,10min,5,NetOps,ready,P3 - Routine,Medium,3.0,2,snmptrap://collector; https://inventory.api.local/v1/devices,NetOps via Vault,90,"snmp_trap_heartbeats(device_id text, last_seen timestamptz, expected_interval interval)","Trap silence dashboard, incident tickets, remediation checklist; Raw snmp_trap_heartbeats export",Switch to daily manual trap review; notify NOC and security teams while monitoring is paused.
network_config_backup_verifier,Network Devices,5,Process and Application Monitoring,"Ensure nightly configuration backups run for routers, firewalls, and switches while validating integrity hashes.","Backup system API, configuration archive, hash validation service",Backup API token stored in Vault; hash service uses mutual TLS; archive kept on S3 with signed URLs.,"config_backup_runs, config_backup_failures",Backup success >=99%; hashes verified; failed nodes automatically re-queued.,Backup job failure; S3 access denied; hash mismatch; API rate limit.,daily,10,NetOps,ready,P2 - Elevated,High,4.0,3,https://backup.local/api/jobs; s3://network-config-archive; https://hash-verify/api,NetOps via Vault,30,"config_backup_runs(device_id text, status text, hash text, completed_at timestamptz)","Backup compliance report, hash audit log, retry queue export; Raw config_backup_runs export",Disable automatic retries; escalate to backup team; document risk of stale backups.
vpn_tunnel_health_guard,Network Devices,3,Network Exposure Scanning,"Track IPsec and SSL VPN tunnel availability, capacity utilization, and cryptography compliance.","VPN concentrator API, SNMP tunnel MIBs, syslog events",API client certificates stored in Vault HSM; SNMPv3 authPriv credentials; syslog TLS collectors.,"vpn_tunnel_status, vpn_capacity_metrics",Tunnel uptime >=99%; crypto suites approved; capacity forecast published weekly.,API timeout; SNMP denied; certificate expired; data lag >5 minutes.,5min,9,Remote Access,pilot,P2 - Elevated,High,4.0,2,https://vpn-gateway/api/status; snmpv3://vpn-concentrators; syslog://vpn-events,Remote Access via Vault,45,"vpn_tunnel_status(tunnel_id text, state text, uptime_seconds bigint, crypto_profile text, ts timestamptz)","Tunnel uptime report, capacity trend, crypto compliance checklist; Raw vpn_tunnel_status export",Pause health probes; rely on concentrator native alarms; notify SOC on monitoring gap.
firewall_rule_shadow_analysis,Network Devices,4,Hardening and Policy Validation,Detect redundant or shadowed firewall rules and recommend cleanup to reduce attack surface.,"Firewall policy API, change management system, traffic logs",Firewall API token scoped read-only; change system OAuth client; logs forwarded via syslog over TLS.,"firewall_rule_inventory, firewall_shadow_findings",Shadow or duplicate rules identified; risk-ranked; remediation tickets created.,API unreachable; log gap; rule parse errors; change system outage.,weekly,25,Network Security,design,P2 - Elevated,High,4.0,4,https://firewall.api/policies; https://change.local/api; syslog://fw-logs,Network Security via Vault,60,"firewall_shadow_findings(rule_id text, finding_type text, severity text, evidence jsonb)","Shadow rule list, cleanup backlog, change references; Raw firewall_rule_inventory export",Revert to quarterly manual review; inform governance board; hold automation efforts.
sdn_controller_state_audit,Network Devices,6,Cloud and Virtual Infra Discovery,"Assess SDN controllers for cluster health, topology synchronization, and policy deployment status.","SDN controller REST API, southbound device telemetry, cluster logs",Controller API tokens issued via OAuth client stored in Vault; telemetry secured with client certificates.,"sdn_controller_health, sdn_policy_deployments",Cluster quorum maintained; policy pushes succeed within SLA; drift flagged.,API unresponsive; token issuance failure; drift detection error; telemetry gap.,15min,13,NetOps Automation,pilot,P2 - Elevated,High,4.0,3,https://sdn-controller/api/v1/; telemetry://sdn/devices; https://sdn-logs/api,NetOps Automation via Vault,30,"sdn_controller_health(controller_id text, status text, replicas int, ts timestamptz)","Controller health dashboard, failed deployment report, drift summary; Raw sdn_controller_health export",Disable controller polling; rely on vendor dashboard; alert automation squad of pause.
ipv6_transition_readiness_scan,Network Devices,3,Network Exposure Scanning,"Inventory IPv6 capabilities across network devices, identify dual-stack gaps, and plan rollouts.","Device CLI, NDP neighbor tables, CMDB metadata",SSH via bastion with IPv6 reachability; CMDB API token; CLI guardrails enforced by RBAC.,"ipv6_capabilities, ipv6_gap_findings",Capabilities documented; gaps prioritized; readiness dashboard published.,CLI blocked; CMDB mismatch; IPv6 route unreachable; parse errors.,monthly,30,Network Architecture,design,P3 - Routine,Medium,3.0,4,ssh://core-switches-ipv6; https://cmdb.api.local/v1/devices,Network Architecture via Vault,120,"ipv6_capabilities(device_id text, capability text, status text, notes text)","Dual-stack readiness matrix, remediation backlog, training needs list; Raw ipv6_capabilities export",Pause scans; rely on architecture workbook; note risk to IPv6 program timeline.
multicast_rendezvous_monitor,Network Devices,5,Process and Application Monitoring,Validate PIM rendezvous points and multicast distribution trees remain healthy for video distribution.,"PIM statistics via SNMP, RP configuration via CLI, streaming telemetry for join and prune events",SNMPv3 community per core; CLI via TACACS with command filters; telemetry TLS certificates managed by PKI.,"multicast_rp_health, multicast_alerts",RP reachability >99%; join or prune rates baseline; lossless tree verification tests pass.,SNMP failure; CLI access denied; RP misconfiguration; telemetry lag.,hourly,14,Media Network,pilot,P2 - Elevated,High,4.0,3,snmpv3://core-rps; ssh://multicast-routers; telemetry://pim-events,Media Network via Vault,60,"multicast_rp_health(rp_id text, state text, join_rate numeric, prune_rate numeric, ts timestamptz)","RP health report, event timeline, impacted receivers list; Raw multicast_rp_health export",Defer to manual PIM diagnostics; inform media operations; disable automated remediation jobs.
router_certificate_expiry_guard,Network Devices,4,Hardening and Policy Validation,"Track HTTPS or SSL certificates installed on routers, VPN gateways, and controllers for expiry and issuance.","Device API, TLS certificate inventory, PKI certificate management API",Device API client certificate; PKI API OAuth client secret stored in Vault; inventory database read-only account.,"network_cert_inventory, cert_expiry_alerts",No certificates expire unexpectedly; renewals initiated 30 days in advance.,API TLS failure; certificate parsing error; inventory mismatch; PKI outage.,daily,8,Network Security,ready,P2 - Elevated,High,4.0,3,https://routers/api/certs; https://pki.local/api/certificates; https://inventory/api/devices,Network Security via Vault,30,"network_cert_inventory(device_id text, common_name text, issuer text, expires_at timestamptz)","Expiry calendar, renewal status report, CAB notification package; Raw network_cert_inventory export",Revert to PKI native alerts; escalate risk to compliance; maintain manual watch list.
wan_path_performance_monitor,Network Devices,5,Process and Application Monitoring,"Measure latency, jitter, and packet loss across MPLS and SD-WAN paths with synthetic probes.","SD-WAN orchestrator API, synthetic probe metrics, router SNMP QoS counters",Orchestrator API token stored in Vault; probe controller uses mutual TLS; SNMPv3 site credentials.,"wan_path_metrics, wan_incidents",Latency remains within SLA; anomalies notified to NOC; historic trends exported weekly.,Probe failure; orchestrator outage; SNMP blocked; data gap >10 minutes.,5min,12,WAN Engineering,ready,P2 - Elevated,High,4.0,2,https://sdwan.orch/api; probe://synthetics; snmpv3://wan-routers,WAN Engineering via Vault,45,"wan_path_metrics(path_id text, latency_ms numeric, jitter_ms numeric, loss_pct numeric, ts timestamptz)","WAN SLA dashboard, degradation incident list, carrier escalation pack; Raw wan_path_metrics export",Disable probes; rely on provider reporting; capture note in SLA review minutes.
edge_threat_signature_sync,Network Devices,3,Network Exposure Scanning,Confirm IDS or IPS signatures on edge firewalls are current and aligned with threat intelligence feeds.,"Firewall management API, vendor signature feed, internal threat intelligence platform",API key issued to Tenantra service account stored in Vault HSM; TI platform OAuth client secret.,"signature_versions, signature_sync_events",Signatures <24 hours old; mismatches resolved; critical signatures enabled.,Feed download failure; API authentication error; signature import failure; TI platform outage.,daily,18,Network Security,pilot,P2 - Elevated,High,4.0,3,https://firewall-mgmt/api/signatures; https://vendorfeeds.example.com/ips; https://ti-platform/api,Network Security via Vault HSM,7,"signature_versions(device_id text, feed_name text, version text, synced_at timestamptz)","Signature currency report, failed import log, mitigation recommendations; Raw signature_versions export",Pause automated sync; revert to vendor default schedule; alert SOC to monitor coverage.
multi_cloud_resource_inventory_sync,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,"Continuously reconcile cloud asset inventory across AWS, Azure, and GCP into the unified CMDB.","AWS Organizations, Azure Resource Graph, GCP Cloud Asset Inventory",Cross-account roles and service principals issued via Vault; short-lived federated tokens with MFA.,"cloud_asset_snapshot, cloud_inventory_drift",All accounts report within 15 minutes; CMDB delta published; orphaned resources flagged.,API throttling; disabled role trust; schema change; CMDB ingestion failure.,15min,14,CloudOps,pilot,P2 - Elevated,High,4.0,1,https://aws.amazon.com/organizations; https://graph.windows.net; https://cloudasset.googleapis.com,CloudOps via Vault,1,"cloud_asset_snapshot(account_id text, provider text, resource_id text, checksum text, ts timestamptz)","Unified asset export, orphaned resource list, CMDB delta pack; Raw cloud_asset_snapshot export",Pause ingestion; retain last baseline; notify CMDB owners and cloud teams of coverage gap.
aws_s3_public_access_guard,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,Detect S3 buckets with public ACLs or policies that violate the data governance baseline.,"AWS S3 Control API, AWS Config, CloudTrail",AssumeRole with external ID restricted by SCP; credentials minted via Vault AWS engine.,"cloud_storage_findings, s3_policy_inventory",Public exposure remediated within 24 hours; false positive rate <3%; governance notified automatically.,AssumeRole denied; Config recorder disabled; API throttled; policy parsing failure.,hourly,10,Cloud Security,ready,P2 - Elevated,High,4.0,2,arn:aws:iam::<acct>:role/TenantraS3Audit; https://s3-control.amazonaws.com/; https://config.amazonaws.com/,Cloud Security via Vault,7,"cloud_storage_findings(resource_arn text, violation text, severity text, detected_at timestamptz)","Exposure report, remediation ticket linkage, CloudTrail evidence bundle; Raw s3_policy_inventory export",Fallback to AWS Config only; log coverage gap; advise governance council.
azure_identity_secure_score_tracker,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,Harvest Azure Secure Score identity controls and reconcile against Tenantra baseline benchmarks.,"Azure Security Center API, Microsoft Graph, Azure AD RiskyUsers",Service principal with Security Reader; secrets rotated daily via Managed Identity and Vault sync.,"cloud_secure_score, azure_identity_findings",Score ingested daily; benchmark deltas flagged; leadership report generated weekly.,API permission revoked; Graph throttling; schema change; data freshness lag.,daily,12,Cloud Security,design,P3 - Routine,Medium,3.0,2,https://management.azure.com/providers/Microsoft.Security/secureScores; https://graph.microsoft.com/v1.0/,Cloud Security via Vault,1,"cloud_secure_score(tenant_id text, control_id text, current_score numeric, max_score numeric, ts timestamptz)","Secure score trend, exception list, remediation roadmap; Raw cloud_secure_score export",Revert to manual Secure Score export; notify Azure platform team about automation pause.
gcp_org_policy_compliance,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,Validate GCP Organization Policies enforce mandatory guardrails such as domain restricted sharing and CMEK usage.,"GCP Cloud Resource Manager, Org Policy API, Security Command Center",Workload Identity Federation with short-lived tokens; Terraform service account keys avoided; secrets in Vault.,"gcp_org_policy_state, gcp_policy_findings",All target folders evaluated; misconfigurations triaged with SCC findings.,Org Policy API disabled; token issuance failure; SCC export throttled; schema drift.,daily,11,CloudOps,design,P2 - Elevated,High,4.0,3,https://cloudresourcemanager.googleapis.com/; https://orgpolicy.googleapis.com/; https://securitycenter.googleapis.com/,CloudOps via Vault,2,"gcp_policy_findings(policy_name text, constraint text, status text, evidence jsonb)","Policy drift digest, impacted projects list, remediation tickets; Raw gcp_org_policy_state export",Suspend automated checks; rely on SCC default alerts; document exception in compliance tracker.
cloud_kms_key_rotation_audit,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,Ensure cloud KMS keys meet rotation policies and flag keys nearing expiry or missing schedules.,"AWS KMS, Azure Key Vault, GCP Cloud KMS metadata",Read-only roles scoped to KMS metadata; secrets exchanged via Vault transit; MFA for manual override.,"cloud_kms_inventory, kms_rotation_alerts",Rotation schedules defined for all production keys; expirations >30 days out.,API denied; key metadata missing; region unsupported; Vault broker outage.,daily,9,Cloud Security,ready,P2 - Elevated,High,4.0,2,https://kms.REGION.amazonaws.com; https://management.azure.com/subscriptions/.../providers/Microsoft.KeyVault; https://cloudkms.googleapis.com,Cloud Security via Vault,30,"cloud_kms_inventory(key_arn text, provider text, rotation_period interval, next_rotation timestamptz)","Rotation compliance report, exception register, renewal reminders; Raw cloud_kms_inventory export",Switch to manual key audit; alert compliance; note potential rotation gap in risk register.
cloud_trusted_access_analyzer,Cloud Security Posture Mgmt,7,Continuous Assurance,Identify cross-account trust relationships and external principals with access to cloud resources.,"AWS IAM Access Analyzer, Azure Entitlement Management, GCP IAM Policy Analyzer",Delegated analyzers created per tenant; OAuth tokens stored in Vault; results encrypted at rest.,"cloud_trust_findings, cross_account_links",High risk trusts resolved within 48 hours; approvals documented; automated notifications delivered.,Analyzer disabled; permission scope reduced; API throttled; encryption job failure.,daily,13,Cloud Security,pilot,P2 - Elevated,High,4.0,3,https://access-analyzer.amazonaws.com/; https://graph.microsoft.com/beta/identityGovernance; https://policyanalyzer.googleapis.com/,Cloud Security via Vault,7,"cloud_trust_findings(resource_id text, principal text, risk_level text, detected_at timestamptz)","Trust exposure digest, approval audit trail, remediation workflow export; Raw cloud_trust_findings export",Suspend analyzer jobs; rely on native consoles; communicate risk to governance committee.
cloud_vpc_flow_baseline,Cloud Security Posture Mgmt,7,Continuous Assurance,Baseline VPC or VNet flow logs to identify anomalous egress patterns and potential policy bypass.,"AWS VPC Flow Logs, Azure NSG Flow Logs, GCP VPC Flow Logs via BigQuery",Log ingestion through SIEM pipeline; analytics cluster credentials managed via Vault dynamic secrets.,"cloud_flow_anomalies, flow_baselines",Baseline refreshed weekly; anomalies triaged within four hours; false positives under 10%.,Log delivery paused; analytics cluster unavailable; schema change; data latency.,hourly,18,Cloud SecOps,design,P2 - Elevated,High,4.0,3,s3://vpc-flow-logs; https://management.azure.com/providers/Microsoft.Network/networkWatchers; bigquery://vpc_flow_logs,Cloud SecOps via Vault,7,"cloud_flow_anomalies(flow_id text, anomaly_type text, score numeric, ts timestamptz)","Anomaly scoreboard, traffic sample bundle, ticket references; Raw flow_baselines export",Roll back to SIEM-only detection; note coverage gap; alert threat intelligence team.
serverless_least_privilege_validator,Cloud Security Posture Mgmt,7,Continuous Assurance,"Check AWS Lambda, Azure Functions, and GCP Cloud Functions roles against least-privilege policies.","Serverless platform APIs, IaC templates in Git, IAM Access Analyzer results",CI-integrated service account with read scopes; tokens issued via Vault; scanned IaC clones are ephemeral.,"cloud_function_roles, serverless_policy_findings",Excess permissions detected prior to deployment; IaC pull requests blocked until resolved.,API throttling; Git checkout failure; analyzer latency; IAM policy parse errors.,per_deploy,6,Cloud Platform,pilot,P2 - Elevated,High,4.0,2,https://lambda.us-east-1.amazonaws.com; https://management.azure.com/subscriptions/.../providers/Microsoft.Web; https://cloudfunctions.googleapis.com,Cloud Platform via Vault,7,"serverless_policy_findings(function_id text, action text, granted text, recommended text)","Least privilege diff, pull request annotations, remediation checklist; Raw serverless_policy_findings export",Skip enforcement and warn reviewers; escalate to platform owner; revert to manual checks.
cloud_tag_compliance_checker,Cloud Security Posture Mgmt,6,Cloud and Virtual Infra Discovery,Validate required governance tags exist on all cloud resources to support chargeback accuracy.,"Cloud asset inventory APIs, tag policy definitions from CMDB",Read scopes via cross-account roles; tag policy metadata stored in Git; credentials managed by Vault.,"cloud_tag_inventory, tag_drift_findings",Tag coverage >=98%; drift tickets auto-created with owning team reference.,API failure; tag policy missing; Git fetch error; CMDB ownership mismatch.,daily,8,FinOps,ready,P3 - Routine,Medium,3.0,2,https://resource-tagging.amazonaws.com/; https://management.azure.com/providers/Microsoft.Resources/tags; https://cloudresourcemanager.googleapis.com/v3/projects,FinOps via Vault,30,"tag_drift_findings(resource_id text, missing_tags jsonb, owner_team text, detected_at timestamptz)","Chargeback readiness report, drift backlog, owner escalation summary; Raw cloud_tag_inventory export",Revert to monthly manual tagging review; advise finance of visibility gap; document risk.
cloud_backup_policy_verifier,Cloud Security Posture Mgmt,7,Continuous Assurance,Ensure production cloud workloads have compliant backup and snapshot schedules per RTO and RPO targets.,"AWS Backup, Azure Recovery Services, GCP Snapshots API",Scoped service principals with least privilege; credentials rotated via Vault using just-in-time tokens.,"cloud_backup_inventory, backup_policy_findings",Critical workloads covered; gap remediation SLA <24 hours; compliance dashboard updated.,API quota exceeded; backup vault unavailable; snapshot enumeration failure; policy mismatch.,daily,10,CloudOps,design,P2 - Elevated,High,4.0,3,https://backup.amazonaws.com; https://management.azure.com/providers/Microsoft.RecoveryServices; https://compute.googleapis.com/compute/v1/projects/.../snapshots,CloudOps via Vault,14,"cloud_backup_inventory(resource_id text, policy text, retention_days int, coverage_status text)","Backup compliance scorecard, gap list, escalation log; Raw cloud_backup_inventory export",Suspend automation; notify disaster recovery coordinators; document coverage risk to leadership.
cloudtrail_integrity_monitor,Cloud Security Posture Mgmt,7,Continuous Assurance,"Verify CloudTrail, Azure Activity Logs, and GCP Audit Logs are enabled, immutable, and forwarding to SIEM.","AWS CloudTrail, Azure Monitor, GCP Logging configuration",AssumeRole or security reader combos; bucket access via signed URLs; credentials managed in Vault.,"cloud_audit_log_state, audit_log_findings",Log delivery confirmed for all accounts; tamper detection triggered if integrity check fails.,Trail disabled; bucket policy drift; SIEM ingestion blocked; API quota issue.,hourly,9,Cloud SecOps,ready,P2 - Elevated,High,4.0,2,https://cloudtrail.amazonaws.com; https://management.azure.com/providers/Microsoft.Insights; https://logging.googleapis.com,Cloud SecOps via Vault,7,"audit_log_findings(account_id text, issue text, severity text, detected_at timestamptz)","Audit log compliance report, tamper alerts, bucket policy diff; Raw cloud_audit_log_state export",Fallback to weekly manual audit; escalate to compliance office; annotate risk log.
azure_blueprint_drift_detector,Cloud Security Posture Mgmt,7,Continuous Assurance,Assess Azure Blueprint assignments for drift from published landing zone standards.,"Azure Blueprint REST API, Azure Resource Graph, Git blueprint repository",Blueprint reader service principal; Git personal access token stored in Vault; Resource Graph query with delegated rights.,"azure_blueprint_state, blueprint_drift_findings",All blueprint assignments evaluated; drifts reported with impacted resources.,API change; token expiry; Git fetch failure; graph query throttled.,daily,15,Cloud Architecture,design,P3 - Routine,Medium,3.0,3,https://management.azure.com/providers/Microsoft.Blueprint; https://graph.microsoft.com; git://azure-blueprints,Cloud Architecture via Vault,7,"blueprint_drift_findings(assignment_id text, control_id text, status text, diff jsonb)","Blueprint drift summary, impacted subscription list, remediation plan; Raw azure_blueprint_state export",Pause drift checks; rely on Azure portal; notify landing zone owners of pause.
aws_guardduty_findings_router,Cloud Security Posture Mgmt,7,Continuous Assurance,Normalize GuardDuty findings and route to Tenantra incident queues with enrichment context.,"AWS GuardDuty, DynamoDB enrichment tables, Slack OnCall webhooks",Cross-account GuardDuty read role with external ID; Slack token stored in Vault; DynamoDB credentials via IAM role.,"cloud_detection_events, guardduty_findings",Findings ingested within five minutes; enriched with asset data; on-call notified automatically.,Role access revoked; DynamoDB throttled; webhook failure; finding schema change.,5min,6,Cloud SecOps,ready,P2 - Elevated,High,4.0,1,arn:aws:iam::<acct>:role/TenantraGuardDuty; https://guardduty.REGION.amazonaws.com; https://hooks.slack.com/services/...,Cloud SecOps via Vault,1,"cloud_detection_events(finding_id text, severity numeric, asset_id text, handler text, ts timestamptz)","Incident notification log, enrichment bundle, closure metrics; Raw guardduty_findings export",Switch to manual GuardDuty console review; track incidents separately; warn SOC leadership.
